candidate_id,candidate_theme,drug_class,ingredient_or_class,expected_nutrient,expected_relation_direction,related_existing_relation_ids,candidate_source,estimated_card_impact,matched_item_count,name_only_item_count,popular_seed_match_count,source_status,source_needed,risk_level,caution_flags,user_value_score,impact_score,source_priority,next_action,do_not_implement_yet
F-ONC-01,경구 항암제 x 영양소,경구 항암제(엽산길항·대사길항),메토트렉세이트,엽산,antagonism,,N/A — 고위험·임상판단·개인차(Q17 정책). 엽산길항 기전이나 베타 톤 불가.,low(8),8,8,0,candidate_only,N/A — clinical reviewer 확보 전 대상 아님.,high,oncology; folate_antagonist; clinical_judgment_required; high_individual_variation; high_risk,3,1,hold,후보화 금지. clinical reviewer 확보 전 대상 아님. do_not_implement_yet=true.,true
F-DOAC-03,항응고(DOAC) x 비타민K/영양소,직접 경구 항응고제(DOAC),다비가트란,비타민K,antagonism,,N/A — 항응고·임상판단 영역.,low(6),6,6,0,candidate_only,N/A — source 확인 금지.,high,anticoagulant; clinical_judgment_required; bleeding_risk; sensitive; high_risk,3,1,hold,후보화 금지. do_not_implement_yet=true.,true
F-ONC-02,경구 항암제 x 영양소,경구 항암제(호르몬요법),타목시펜,비타민D/칼슘,unknown,,N/A — 고위험·임상판단·개인차(Q17 정책).,low(6),6,6,0,candidate_only,N/A — clinical reviewer 확보 전 대상 아님.,high,oncology; hormonal_therapy; clinical_judgment_required; high_risk,3,1,hold,후보화 금지. do_not_implement_yet=true.,true
F-CEPH-09,세팔렉신 × 철분 동시복용 흡수 영향 가설(미확정),경구 세팔로스포린(1세대),세팔렉신,철분,absorption,42,허가사항 상호작용(성분별 개별 확인 필요),low(5),5,5,0,needs_source,세팔렉신 대표 품목 nedrug getItemDetail 상호작용란 철분 동거어 확인. 철 킬레이션 근거 약함.,low,class_generalization_forbidden; per_ingredient_source_required; iron_chelation_weak,1,1,hold,index 소수(5). 세팔렉신 허가사항 fetch는 후순위. 동거어 없으면 reject.,true
F-PPI-01,일라프라졸 × 마그네슘 장기복용 영향 가설(미확정),PPI(잔여 단일제),일라프라졸,마그네슘,depletion,14;16;33;35;37;39,"허가사항 이상반응/주의(PPI class 저마그네슘혈증 패턴, 성분별 확인)",low(2),2,2,0,needs_source,일라프라졸 대표 품목 nedrug getItemDetail 이상반응(저마그네슘혈증)·주의(3개월 이상 PPI) 동거어 확인. index 2품목뿐이라 한계효용 낮음.,low,low_index_count(2); same_class_extension,1,1,hold,index 2품목뿐→hold. 다른 PPI 우선. 확인 시 id14/16 톤 승계.,true
F-PPI-02,일라프라졸 × 비타민B12 장기복용 영향 가설(미확정),PPI(잔여 단일제),일라프라졸,비타민B12,depletion,13;32;34;36;38,"허가사항 주의(PPI class 시아노코발라민 흡수장애 패턴, 성분별 확인)",low(2),2,2,0,needs_source,일라프라졸 대표 품목 nedrug getItemDetail 주의란 시아노코발라민/B12 흡수장애 동거어 확인.,low,low_index_count(2); same_class_extension,1,1,hold,index 2품목뿐→hold. 확인 시 id13/32 톤 승계.,true
F-CEPH-10,세프록사딘 × 철분 동시복용 흡수 영향 가설(미확정),경구 세팔로스포린(1세대),세프록사딘,철분,absorption,42,허가사항 상호작용(성분별 개별 확인 필요),low(1),1,1,0,needs_source,세프록사딘 대표 품목 nedrug getItemDetail 상호작용란 철분 동거어 확인.,low,class_generalization_forbidden; per_ingredient_source_required; index_count_1,1,1,hold,index 1품목뿐. 후순위 hold. 동거어 없으면 reject.,true
F-TET-01,테트라사이클린(원성분) × 칼슘/철/Mg/아연 동시복용 흡수 영향 가설(미확정),테트라사이클린계,테트라사이클린,칼슘,absorption,7;8;9;26;27;28;47;48,"허가사항 상호작용(독시/미노 패턴, 테트라사이클린 원성분 개별 확인)",low(1),1,1,0,source_check_needed,테트라사이클린염산염 대표 품목 nedrug getItemDetail 상호작용란 칼슘·철·마그네슘·아연 동거어 확인. index 1품목뿐(ingredient_name=1)이라 커버리지 거의 0.,low,low_index_count(1); near_zero_coverage,1,1,hold,index 1품목뿐→hold. 한계효용 낮음. 확인 시 독시/미노 톤 승계.,true
D-BIG-01,비구아나이드 잔여 × 비타민B12 (국내 미유통 가능성),비구아나이드 (biguanide),부포르민,비타민B12,depletion,12,literature_only — 비구아나이드 class B12 흡수 저하(메트포르민 id12 유추). 부포르민/펜포르민은 국내 시장 철수/미유통 가능성 높음,none(0),0,0,0,candidate_only,부포르민 국내 현행 허가 품목 존재 여부 먼저 확인 — 미유통이면 hold(시장 의미 없음),low,국내 미유통 시 사용자 가치 0; class 유추는 source 아님,1,1,hold,부포르민 국내 허가 품목 존재 확인 — 없으면 hold 확정(현행 비구아나이드는 메트포르민 단일),true
D-THZ-06,치아지드 잔여 × 칼슘 (칼슘 배설 감소 — 방향 반대 주의),치아지드 이뇨제 (thiazide diuretic),히드로클로로티아지드,칼슘,unknown,19;20,허가사항 — 치아지드는 칼슘 배설을 '감소'시켜 고칼슘혈증 유발 가능(depletion 아님). 흡수/고갈 테마와 방향 반대,none(0),113,0,1,candidate_only,방향이 depletion이 아니라 retention(상승)이므로 본 factory 범위 부적합 가능 — PM 정책 결정. 이미 id19/20으로 HCTZ는 covered(K/Mg),moderate,방향 반대(칼슘 상승) — depletion 후보 아님. 혼동 방지용으로 명시적 hold. 중복 회피(HCTZ는 K/Mg covered),1,1,hold,방향 반대 후보 — PM 범위 결정 전까지 hold (잘못된 depletion 후보화 방지 기록용),true
F-APL-01,항혈소판 x 비타민K/영양소,항혈소판제,아스피린(저용량 항혈소판),비타민K,antagonism,,N/A — 항혈소판·임상판단·출혈주의(Q16 정책 확장). seed 3번에 존재.,none(0),0,0,1,candidate_only,N/A — source 확인 금지.,high,antiplatelet; bleeding_risk; clinical_judgment_required; sensitive; high_risk,4,1,hold,후보화 금지. 출혈·임상판단 영역. do_not_implement_yet=true.,true
F-CEPH-IDX-01,세프디니르 인덱스 alias 충실도(관계 id42 존재·매핑 보강),경구 세팔로스포린(기존 covered),세프디니르,철분,absorption,42,이미 id42 출처 존재(relation 신설 불필요),none(0),8,0,1,candidate_only,"relation 추가 불필요. 세프디니르 index 8품목 covered_by_relation=true 확인됨→alias/매핑 충실도만 점검(데이터 무변경, 인덱스 트랙).",low,relation_already_exists; index_alias_track_not_relation,1,1,hold,relation 트랙 아님. 인덱스/alias 충실도 점검은 별도 트랙으로 분리.,true
F-HERB-01,허브/보충제 상호작용,허브(CYP3A4/P-gp 유도제),세인트존스워트(성요한풀),다수 약물(영양소 외 상호작용 광범위),unknown,,literature_only — 허브-약물 상호작용(CYP3A4/P-gp 유도). 허가사항 외·베타 범위 밖. 인덱스 name_only 1건.,none(0),0,0,0,candidate_only,이차문헌·허브 안전성 자료. 단 범위 밖이라 hold 유지.,high,herb_drug_interaction; cyp3a4_pgp_inducer; broad_interaction; out_of_beta_scope; high_risk,3,1,hold,후보화 금지(hold). 광범위·고위험으로 참고정보 베타 범위 밖. do_not_implement_yet=true.,true
F-HERB-02,허브/보충제 상호작용,허브(간대사 영향),밀크씨슬(실리마린),CYP 기질 약물,unknown,,literature_only — 허브-약물 상호작용. 허가사항 외·근거 혼재.,none(0),0,0,0,candidate_only,이차문헌·허브 안전성 자료.,moderate,herb_drug_interaction; evidence_mixed; out_of_beta_scope,2,1,hold,후보화 금지(hold). 베타 범위 밖. do_not_implement_yet=true.,true
F-HERB-03,허브/보충제 상호작용,허브(항혈소판 영향),은행잎(징코빌로바),항혈소판/항응고 약물,unknown,,literature_only — 허브-약물 상호작용(항혈소판 강화·출혈위험). 허가사항 외·베타 범위 밖.,none(0),0,0,0,candidate_only,이차문헌·허브 안전성 자료.,high,herb_drug_interaction; bleeding_risk; antiplatelet_potentiation; out_of_beta_scope; high_risk,2,1,hold,후보화 금지(hold). 출혈위험·베타 범위 밖. do_not_implement_yet=true.,true
F-ONC-03,경구 항암제 x 영양소,경구 항암제(TKI 등),경구 항암제 일반(이마티닙/카페시타빈 등),비타민D,unknown,,N/A — 고위험·seed 미포함(Q17 정책). 향후에도 최저우선.,none(0),0,0,0,candidate_only,N/A — clinical reviewer 확보 전 대상 아님.,high,oncology; clinical_judgment_required; not_in_seed; high_risk,3,1,hold,후보화 금지. 본 seed 미포함. do_not_implement_yet=true.,true
F-PED-01,소아용 약 x 영양소(민감군),소아 적응 약물 일반,소아 일반(미지정),비타민D,unknown,,N/A — 민감군·체중당 용량·근거 불충분(Q18 정책).,none(0),0,0,0,candidate_only,N/A — clinical reviewer 트랙에서만.,high,pediatric_sensitive; evidence_insufficient; clinical_judgment_required; high_risk; dose_by_weight,2,1,hold,후보화 금지. 소아 민감군. do_not_implement_yet=true.,true
F-WAR-01,항응고 x 비타민K (영구 금지),비타민K 길항 항응고제,와파린,비타민K,antagonism,,N/A — CLAUDE.md가 영구 금지(antagonism·임상판단 행). 기존 큐 Q16 대응.,none(0),0,0,0,candidate_only,N/A — source 확인 금지. clinical reviewer 트랙에서도 별도 정책 결정 전 불가.,high,permanent_ban_claudemd; antagonism; clinical_judgment_required; bleeding_inr_risk; high_risk,5,1,hold,후보화 금지. source 확인 금지. 안전 정책상 영구 비대상. do_not_implement_yet=true.,true
H-KSPAR-01,칼륨보존이뇨제 × 칼륨 (상승 방향 — 고칼륨혈증 주의),칼륨보존이뇨제 / 알도스테론 길항제 (potassium-sparing),스피로노락톤,칼륨,unknown,17;19;30;53;55,"허가사항 경고/이상반응 — 고칼륨혈증(상승). depletion 아님, 칼륨 보충제 병용 금기 방향",none(0),0,0,1,candidate_only,정책 결정 우선: 영양소 고갈이 아닌 상승/병용주의는 본 factory 범위 밖일 수 있음 — PM 채택 여부 확인 후 허가사항 fetch,high,"potassium_safety_card 승계 필요(승격 시); 칼륨 상승 방향=칼륨 보충 시 고칼륨혈증 위험, depletion 테마와 방향 반대 — hold 권장",2,2,hold,PM 정책 결정 — 상승방향(antagonism/병용주의) 후보를 factory 범위에 포함할지 결정 전까지 hold,true
H-KSPAR-02,칼륨보존이뇨제 × 칼륨 (상승 방향),칼륨보존이뇨제 / 선택적 알도스테론 길항제 (potassium-sparing),에플레레논,칼륨,unknown,17;19;30;53;55,허가사항 경고 — 고칼륨혈증(상승). 칼륨 보충제·칼륨함유 염 병용 주의,none(0),0,0,0,candidate_only,H-KSPAR-01과 동일 정책 결정 — 상승방향 후보 포함 여부 확정 후 fetch,high,"potassium_safety_card 승계 필요(승격 시); 칼륨 상승 방향 — depletion 반대, hold 권장",2,2,hold,PM 정책 결정 대기 (H-KSPAR-01과 일괄),true
H-KSPAR-03,칼륨보존이뇨제 × 칼륨 (상승 방향),칼륨보존이뇨제 (potassium-sparing),아밀로라이드,칼륨,unknown,17;19;30;53;55,허가사항 경고 — 고칼륨혈증(상승). 국내 주로 복합제(예: 히드로클로로티아지드 복합) 유통,none(0),0,0,0,candidate_only,국내 단일/복합제 형태 확인 + 정책 결정 후 fetch. 복합제는 치아지드 성분과 상충 방향(주의 복잡),high,potassium_safety_card 승계 필요(승격 시); 칼륨 상승; 복합제 내 치아지드와 방향 충돌 — hold,1,2,hold,PM 정책 결정 + 복합제 처리 방침 대기,true
H-KSPAR-04,칼륨보존이뇨제 × 칼륨 (상승 방향),칼륨보존이뇨제 (potassium-sparing),트리암테렌,칼륨,unknown,17;19;30;53;55,허가사항 경고 — 고칼륨혈증(상승). 추가로 엽산 길항(folate antagonism) 문헌 보고 존재 — 별도 테마 가능,none(0),0,0,0,candidate_only,정책 결정 후 허가사항 fetch. 엽산 길항은 literature_only — 허가사항 직접 문구 확인 필요,high,potassium_safety_card 승계 필요(승격 시); 칼륨 상승 — hold. 엽산 길항은 별도 후보로 분리 검토,1,2,hold,PM 정책 결정 대기. 엽산 길항(D-TRI-FOL)은 별도 트랙,true
H-WARN-01,high_risk 분류 보관용 — 칼륨보존이뇨제+ACEi/ARB 병용 칼륨 상승,칼륨보존이뇨제 병용 (potassium-sparing + RAAS),스피로노락톤,칼륨,antagonism,17;19;30;53;55,허가사항 병용금기/주의 — 칼륨 상승(고칼륨혈증) 약물상호작용. 영양소 고갈 아닌 약물-약물 상호작용 영역,none(0),0,0,1,candidate_only,본 factory(약-영양소 고갈)와 다른 약-약 상호작용 영역 — 범위 외일 가능성. PM 분류 결정,high,potassium_safety_card 승계 필요(승격 시); 약-약 상호작용=factory 범위 밖 가능 — hold 분류 보관용,1,1,hold,PM 분류 — 약-약 상호작용은 별도 트랙 여부 결정. 본 depletion factory에서는 제외 권장,true
