seed_rank,query_name,seed_category,matched_status,matched_item_seq,matched_item_name,matched_ingredient_name,matched_relation_id,relation_title,display_mode,matched_total,matched_relation_card_count,matched_name_only_count,match_method,confidence,reason,next_action
79,아목시실린,항생제,name_only_only,200203496,구멘틴375밀리그램정,묽은클라불란산칼륨/아목시실린수화물;아목시실린ㆍ클라불란산칼륨(2:1);아목시실린ㆍ클라불란산칼륨(4:1);아목시실린ㆍ클라불란산칼륨(4:1)/아목시실린수화물;아목시실린나트륨/설박탐나트륨,,,name_only,198,0,198,ingredient_substring,medium,"ingredient_substring: name_only 198건만, relation_card 0건 — 이름은 있으나 정보 없음",relation_expansion_candidate
80,클라불란산,항생제,name_only_only,200203496,구멘틴375밀리그램정,묽은클라불란산칼륨/아목시실린수화물;아목시실린ㆍ클라불란산칼륨(2:1);아목시실린ㆍ클라불란산칼륨(4:1);아목시실린ㆍ클라불란산칼륨(4:1)/아목시실린수화물;아목시실린나트륨/클라불란산칼륨/아목시실린나트륨-클라불란산칼륨5:1,,,name_only,170,0,170,ingredient_substring,medium,"ingredient_substring: name_only 170건만, relation_card 0건 — 이름은 있으나 정보 없음",relation_expansion_candidate
81,세파클러,항생제,name_only_only,200403720,경보세파클러건조시럽25mg/mL(세파클러수화물),세파클러/세파클러수화물;세파클러수화물,,,name_only,135,0,135,ingredient_substring,medium,"ingredient_substring: name_only 135건만, relation_card 0건 — 이름은 있으나 정보 없음",relation_expansion_candidate
82,세프디니르,항생제,name_only_only,200712298,세프다나세립(세프디니르),세프디니르,,,name_only,7,0,7,ingredient_exact,high,"ingredient_exact: name_only 7건만, relation_card 0건 — 이름은 있으나 정보 없음",relation_expansion_candidate
83,아지트로마이신,항생제,name_only_only,200713804,대웅아지트로마이신건조시럽(아지트로마이신수화물),아지트로마이신수화물,,,name_only,14,0,14,ingredient_substring,medium,"ingredient_substring: name_only 14건만, relation_card 0건 — 이름은 있으나 정보 없음",relation_expansion_candidate
84,클래리트로마이신,항생제,name_only_only,201603564,뉴클래토정250밀리그램(클래리트로마이신),클래리트로마이신,,,name_only,144,0,144,ingredient_exact,high,"ingredient_exact: name_only 144건만, relation_card 0건 — 이름은 있으나 정보 없음",relation_expansion_candidate
85,레보플록사신,항생제,relation_card_covered,201207060,글로비트정(레보플록사신수화물),레보플록사신,1;2;3,레보플록사신×마그네슘; 레보플록사신×철분; 레보플록사신×칼슘,relation_card,91,91,0,ingredient_exact,high,ingredient_exact: relation_card 91건 + name_only 0건 — 이미 참고정보 표시,no_action (already covered)
86,시프로플록사신,항생제,relation_card_covered,200403053,뉴록사신정(시프로플록사신염산염수화물),시프로플록사신,4;5;6,시프로플록사신×마그네슘; 시프로플록사신×철분; 시프로플록사신×칼슘,relation_card,69,69,0,ingredient_exact,high,ingredient_exact: relation_card 69건 + name_only 0건 — 이미 참고정보 표시,no_action (already covered)
87,목시플록사신,항생제,relation_card_covered,201309618,모록사신정400밀리그램,목시플록사신,24;25,목시플록사신×마그네슘; 목시플록사신×철분,relation_card,6,6,0,ingredient_exact,high,ingredient_exact: relation_card 6건 + name_only 0건 — 이미 참고정보 표시,no_action (already covered)
88,오플록사신,항생제,relation_card_covered,199602013,넬슨오플록사신정100밀리그램(오플록사신),오플록사신,21;22;23,오플록사신×마그네슘; 오플록사신×철분; 오플록사신×칼슘,relation_card,33,33,0,ingredient_exact,high,ingredient_exact: relation_card 33건 + name_only 0건 — 이미 참고정보 표시,no_action (already covered)
89,독시사이클린,항생제,relation_card_covered,200002882,덴티스타캡슐(독시사이클린하이클레이트수화물),독시사이클린,7;8;9,독시사이클린×마그네슘; 독시사이클린×철분; 독시사이클린×칼슘,relation_card,11,11,0,ingredient_exact,high,ingredient_exact: relation_card 11건 + name_only 0건 — 이미 참고정보 표시,no_action (already covered)
90,미노사이클린,항생제,relation_card_covered,202500078,미노젠캡슐50밀리그램,미노사이클린,26;27;28,미노사이클린×마그네슘; 미노사이클린×철분; 미노사이클린×칼슘,relation_card,3,3,0,ingredient_exact,high,ingredient_exact: relation_card 3건 + name_only 0건 — 이미 참고정보 표시,no_action (already covered)
91,메트로니다졸,항생제,name_only_only,201905935,로멕스겔(메트로니다졸),메트로니다졸,,,name_only,7,0,7,ingredient_exact,high,"ingredient_exact: name_only 7건만, relation_card 0건 — 이름은 있으나 정보 없음",relation_expansion_candidate
92,클린다마이신,항생제,name_only_only,202101417,끌로이외용액(클린다마이신포스페이트),클린다마이신염산염;클린다마이신포스페이트;클린다마이신포스페이트/가수과산화벤조일;클린다마이신포스페이트/함수과산화벤조일,,,name_only,22,0,22,ingredient_substring,medium,"ingredient_substring: name_only 22건만, relation_card 0건 — 이름은 있으나 정보 없음",monitor (low prevalence)
93,알렌드론산,골다공증/여성건강/빈혈,relation_card_covered,201902246,라이트알렌드론정70mg,알렌드론산,29,알렌드론산×칼슘,relation_card,52,52,0,ingredient_exact,high,ingredient_exact: relation_card 52건 + name_only 0건 — 이미 참고정보 표시,no_action (already covered)
94,리세드론산,골다공증/여성건강/빈혈,name_only_only,201903166,건토넬정35밀리그램(무수리세드론산나트륨),리세드론산나트륨;리세드론산나트륨2.5수화물;리세드론산나트륨2.5수화물/콜레칼시페롤;리세드론산나트륨2.5수화물/콜레칼시페롤농축물(분말형);리세드론산나트륨수화물,,,name_only,118,0,118,ingredient_substring,medium,"ingredient_substring: name_only 118건만, relation_card 0건 — 이름은 있으나 정보 없음",relation_expansion_candidate
95,이반드론산,골다공증/여성건강/빈혈,name_only_only,201306285,경보이반드로네이트정(이반드론산나트륨일수화물),이반드론산나트륨수화물;이반드론산나트륨일수화물;이반드론산나트륨일수화물/콜레칼시페롤농축분말,,,name_only,73,0,73,ingredient_substring,medium,"ingredient_substring: name_only 73건만, relation_card 0건 — 이름은 있으나 정보 없음",monitor (low prevalence)
96,졸레드론산,골다공증/여성건강/빈혈,missing_from_full_index,,,,,,,0,0,0,none,n/a,인덱스에 매칭 품목 없음 (정규/alias/성분/브랜드 모두 불일치),full_index_expansion_candidate (별도 트랙)
97,랄록시펜,골다공증/여성건강/빈혈,missing_from_full_index,,,,,,,0,0,0,none,n/a,인덱스에 매칭 품목 없음 (정규/alias/성분/브랜드 모두 불일치),full_index_expansion_candidate (별도 트랙)
98,건조황산제일철,골다공증/여성건강/빈혈,missing_from_full_index,,,,,,,0,0,0,none,n/a,인덱스에 매칭 품목 없음 (정규/alias/성분/브랜드 모두 불일치),full_index_expansion_candidate (별도 트랙)
99,탄산칼슘,골다공증/여성건강/빈혈,name_only_only,202500566,"뉴란소엑스정15/600밀리그램(란소프라졸,침강탄산칼슘)",글리시리진산이칼륨/염화세틸피리디늄/일플루오르인산나트륨/탄산칼슘;라베프라졸나트륨/침강탄산칼슘;란소프라졸/침강탄산칼슘;레티놀아세테이트 과립/비스벤티아민/푸르설티아민/벤포티아민/리보플라빈/니코틴산아미드/판토텐산칼슘/피리독신염산염/비오틴/폴산/시아노코발라민 1000배산/아스코르브산/콜레칼시페롤농축분말/토코페롤아세테이트 2배산/침강탄산칼슘/염화칼륨/산화마그네슘/황산제이구리수화물/황산망간수화물/셀레늄함유건조효모/산화아연/감마-오리자놀/우르소데옥시콜산/유비데카레논/이노시톨/콜린타르타르산염/로얄젤리/황기/작약/당귀;메타규산알루민산마그네슘 (건조물로서)/탄산수소나트륨/디아스타제·프로테아제·셀룰라제/스코폴리아엑스/리파제/감초가루/침강탄산칼슘/트리메부틴말레산염,,,name_only,150,0,150,ingredient_substring,medium,"ingredient_substring: name_only 150건만, relation_card 0건 — 이름은 있으나 정보 없음",relation_expansion_candidate
100,드로스피레논,골다공증/여성건강/빈혈,name_only_only,202501502,"안제노정(드로스피레논, 에스트라디올)",드로스피레논(미분화)/에스트라디올반수화물(미분화);드로스피레논/에스트라디올반수화물;드로스피레논/에티닐에스트라디올;드로스피레논/에티닐에스트라디올(EE-베타덱스 포접체로서);드로스피레논/에티닐에스트라디올(미분화),,,name_only,9,0,9,ingredient_substring,medium,"ingredient_substring: name_only 9건만, relation_card 0건 — 이름은 있으나 정보 없음",high_risk_hold (sensitive group)
101,졸피뎀,수면/진정/정신건강,name_only_only,200704597,산도스졸피뎀정10mg(주석산졸피뎀),졸피뎀타르타르산염;주석산졸피뎀,,,name_only,16,0,16,ingredient_substring,medium,"ingredient_substring: name_only 16건만, relation_card 0건 — 이름은 있으나 정보 없음",high_risk_hold (sensitive group)
102,에스시탈로프람,수면/진정/정신건강,name_only_only,201902045,건프람정10밀리그램(에스시탈로프람옥살산염),에스시탈로프람옥살산염,,,name_only,103,0,103,ingredient_substring,medium,"ingredient_substring: name_only 103건만, relation_card 0건 — 이름은 있으나 정보 없음",high_risk_hold (sensitive group)
103,설트랄린,수면/진정/정신건강,name_only_only,200410506,산도스설트랄린정(설트랄린염산염),설트랄린염산염,,,name_only,21,0,21,ingredient_substring,medium,"ingredient_substring: name_only 21건만, relation_card 0건 — 이름은 있으나 정보 없음",high_risk_hold (sensitive group)
104,알프라졸람,수면/진정/정신건강,name_only_only,201405703,명문알프라졸람정0.25밀리그램,알프라졸람,,,name_only,26,0,26,ingredient_exact,high,"ingredient_exact: name_only 26건만, relation_card 0건 — 이름은 있으나 정보 없음",high_risk_hold (sensitive group)
105,쿠에티아핀,수면/진정/정신건강,name_only_only,202001604,동화쿠에티아핀정100밀리그램(쿠에티아핀푸마르산염),쿠에티아핀푸마르산염,,,name_only,130,0,130,ingredient_substring,medium,"ingredient_substring: name_only 130건만, relation_card 0건 — 이름은 있으나 정보 없음",high_risk_hold (sensitive group)
106,탐스로신,기타 흔한 만성질환,name_only_only,201606202,"구구탐스캡슐(타다라필,탐스로신)",두타스테리드/탐스로신염산염;솔리페나신숙신산염/탐스로신염산염;타다라필/탐스로신염산염;탐스로신염산염,,,name_only,163,0,163,ingredient_substring,medium,"ingredient_substring: name_only 163건만, relation_card 0건 — 이름은 있으나 정보 없음",relation_expansion_candidate
107,두타스테리드,기타 흔한 만성질환,name_only_only,201007783,네오다트연질캡슐0.5밀리그램(두타스테리드),두타스테리드,,,name_only,94,0,94,ingredient_exact,high,"ingredient_exact: name_only 94건만, relation_card 0건 — 이름은 있으나 정보 없음",relation_expansion_candidate
108,피나스테리드,기타 흔한 만성질환,name_only_only,200701016,그로모정1밀리그램(피나스테리드),피나스테리드,,,name_only,193,0,193,ingredient_exact,high,"ingredient_exact: name_only 193건만, relation_card 0건 — 이름은 있으나 정보 없음",relation_expansion_candidate
109,알로푸리놀,기타 흔한 만성질환,name_only_only,197900066,유유알로푸리놀정,알로푸리놀,,,name_only,2,0,2,ingredient_exact,high,"ingredient_exact: name_only 2건만, relation_card 0건 — 이름은 있으나 정보 없음",relation_expansion_candidate
110,페북소스타트,기타 흔한 만성질환,name_only_only,201902896,서울페북소스타트정40밀리그램,페북소스타트,,,name_only,33,0,33,ingredient_exact,high,"ingredient_exact: name_only 33건만, relation_card 0건 — 이름은 있으나 정보 없음",relation_expansion_candidate
111,클로피도그렐,기타 흔한 만성질환,name_only_only,200500494,건일클로피도그렐정(클로피도그렐황산염),아스피린/클로피도그렐황산염;아스피린과립/클로피도그렐황산염;클로피도그렐나파디실레이트일수화물;클로피도그렐레지네이트;클로피도그렐베실산염,,,name_only,158,0,158,ingredient_substring,medium,"ingredient_substring: name_only 158건만, relation_card 0건 — 이름은 있으나 정보 없음",high_risk_hold (sensitive group)
112,리바록사반,기타 흔한 만성질환,name_only_only,202105656,뉴록스반정10밀리그램(리바록사반),리바록사반,,,name_only,43,0,43,ingredient_exact,high,"ingredient_exact: name_only 43건만, relation_card 0건 — 이름은 있으나 정보 없음",high_risk_hold (sensitive group)
113,프레가발린,기타 흔한 만성질환,name_only_only,201900147,가바뉴로서방정150밀리그램(프레가발린),프레가발린,,,name_only,200,0,200,ingredient_exact,high,"ingredient_exact: name_only 200건만, relation_card 0건 — 이름은 있으나 정보 없음",relation_expansion_candidate
114,가바펜틴,기타 흔한 만성질환,name_only_only,202001336,가뉴틴캡슐300밀리그램(가바펜틴),가바펜틴,,,name_only,137,0,137,ingredient_exact,high,"ingredient_exact: name_only 137건만, relation_card 0건 — 이름은 있으나 정보 없음",relation_expansion_candidate
115,몬테루카스트,기타 흔한 만성질환,name_only_only,202302490,"레보루카정(몬테루카스트나트륨,레보세티리진염산염)",레보세티리진염산염/몬테루카스트나트륨;몬테루카스트나트륨;몬테루카스트나트륨/레보세티리진염산염,,,name_only,208,0,208,ingredient_substring,medium,"ingredient_substring: name_only 208건만, relation_card 0건 — 이름은 있으나 정보 없음",relation_expansion_candidate
116,우르소데옥시콜산,기타 흔한 만성질환,name_only_only,202601003,메디옥정(우르소데옥시콜산),우르소데옥시콜산,,,name_only,2,0,2,ingredient_exact,high,"ingredient_exact: name_only 2건만, relation_card 0건 — 이름은 있으나 정보 없음",relation_expansion_candidate
117,실로스타졸,기타 흔한 만성질환,name_only_only,202002903,건레탈서방캡슐100밀리그램(실로스타졸),실로스타졸,,,name_only,103,0,103,ingredient_exact,high,"ingredient_exact: name_only 103건만, relation_card 0건 — 이름은 있으나 정보 없음",monitor (low prevalence)
118,도네페질,기타 흔한 만성질환,name_only_only,202107341,도네리온패취175밀리그램(도네페질),도네페질,,,name_only,4,0,4,ingredient_exact,high,"ingredient_exact: name_only 4건만, relation_card 0건 — 이름은 있으나 정보 없음",relation_expansion_candidate
119,콜린알포세레이트,기타 흔한 만성질환,name_only_only,201802664,글리커버정(콜린알포세레이트),콜린알포세레이트,,,name_only,99,0,99,ingredient_exact,high,"ingredient_exact: name_only 99건만, relation_card 0건 — 이름은 있으나 정보 없음",relation_expansion_candidate
120,레보설피리드,기타 흔한 만성질환,name_only_only,200000613,건피드정(레보설피리드),레보설피리드,,,name_only,85,0,85,ingredient_exact,high,"ingredient_exact: name_only 85건만, relation_card 0건 — 이름은 있으나 정보 없음",monitor (low prevalence)
